tract_id,tract_name,closest_stop_id
42101030700	Census Tract 307	16433
42101030800	Census Tract 308	22857
42101030900	Census Tract 309	22850
42101031000	Census Tract 310	20478
42101031200	Census Tract 312	5622
42101031300	Census Tract 313	15751
42101031600	Census Tract 316	22344
42101031700	Census Tract 317	22466
42101036303	Census Tract 363.03	23896
42101034701	Census Tract 347.01	22436
42101034802	Census Tract 348.02	23918
42101034900	Census Tract 349	22780
42101035100	Census Tract 351	22559
42101035200	Census Tract 352	22687
42101035301	Census Tract 353.01	23854
42101026301	Census Tract 263.01	17559
42101000804	Census Tract 8.04	3042
42101001202	Census Tract 12.02	35
42101001201	Census Tract 12.01	22236
42101000803	Census Tract 8.03	309
42101980900	Census Tract 9809	31621
42101002702	Census Tract 27.02	24210
42101003002	Census Tract 30.02	3058
42101003001	Census Tract 30.01	24193
42101002802	Census Tract 28.02	24198
42101980700	Census Tract 9807	18141
42101002701	Census Tract 27.01	24213
42101980600	Census Tract 9806	363
42101033701	Census Tract 337.01	23111
42101033702	Census Tract 337.02	23823
42101031502	Census Tract 315.02	22457
42101031401	Census Tract 314.01	5641
42101031402	Census Tract 314.02	23044
42101016701	Census Tract 167.01	2670
42101016702	Census Tract 167.02	3026
42101027901	Census Tract 279.01	15499
42101027902	Census Tract 279.02	24598
42101008101	Census Tract 81.01	198
42101007102	Census Tract 71.02	21712
42101008802	Census Tract 88.02	22230
42101008702	Census Tract 87.02	21429
42101008701	Census Tract 87.01	22156
42101008102	Census Tract 81.02	24523
42101008602	Census Tract 86.02	25587
42101037500	Census Tract 375	20576
42101980800	Census Tract 9808	19473
42101018002	Census Tract 180.02	21113
42101008801	Census Tract 88.01	21363
42101012201	Census Tract 122.01	30935
42101009801	Census Tract 98.01	21670
42101007101	Census Tract 71.01	20819
42101002801	Census Tract 28.01	18500
42101980500	Census Tract 9805	18589
42101000801	Census Tract 8.01	315
42101001101	Census Tract 11.01	32128
42101027402	Census Tract 274.02	16959
42101008601	Census Tract 86.01	22122
42101036502	Census Tract 365.02	23324
42101036700	Census Tract 367	22029
42101037600	Census Tract 376	16850
42101038600	Census Tract 386	1308
42101038500	Census Tract 385	26514
42101038700	Census Tract 387	26517
42101038800	Census Tract 388	17017
42101038900	Census Tract 389	18250
42101980000	Census Tract 9800	31684
42101026900	Census Tract 269	24704
42101027000	Census Tract 270	24810
42101027100	Census Tract 271	22724
42101027200	Census Tract 272	17942
42101027300	Census Tract 273	27715
42101027500	Census Tract 275	16240
42101027600	Census Tract 276	17718
42101027700	Census Tract 277	25288
42101027800	Census Tract 278	18486
42101028000	Census Tract 280	22199
42101028100	Census Tract 281	24595
42101028200	Census Tract 282	17394
42101031800	Census Tract 318	22596
42101031900	Census Tract 319	15769
42101032000	Census Tract 320	21608
42101032100	Census Tract 321	17914
42101032300	Census Tract 323	17918
42101032500	Census Tract 325	17951
42101032600	Census Tract 326	17945
42101989100	Census Tract 9891	22556
42101032900	Census Tract 329	23503
42101033000	Census Tract 330	22705
42101033200	Census Tract 332	32633
42101980300	Census Tract 9803	23857
42101035500	Census Tract 355	26132
42101035800	Census Tract 358	26141
42101035900	Census Tract 359	29965
42101036000	Census Tract 360	30204
42101036100	Census Tract 361	22892
42101036203	Census Tract 362.03	22936
42101035302	Census Tract 353.02	23704
42101036201	Census Tract 362.01	23905
42101036302	Census Tract 363.02	22659
42101036900	Census Tract 369	22232
42101037300	Census Tract 373	29444
42101037200	Census Tract 372	18577
42101038300	Census Tract 383	17657
42101039000	Census Tract 390	30387
42101037800	Census Tract 378	30841
42101037700	Census Tract 377	16868
